Column1,"Manufacturer Name","Brand Name","Model Number","LED Type","Hybrid Luminaire (T/F)","High-Efficacy Hybrid Luminaire (T/F)","Maximum Rated Wattage","System Efficacy (LPW)","Labeled With Rated Wattage (T/F)","Add Date"
2249,"Juno Lighting Inc.",Juno,V6RL3K-WH-T24,"Light Engine",FALSE,,13,46,TRUE,2011/03/02
2165,"Kee Tat Lighting Holdings Ltd.","Kee Tat Lighting Holdings Ltd.",DL6-***,Luminaire,FALSE,,14,42,TRUE,2011/02/23
47,"Kichler Lighting","Direct Wire Pro",12051**,Luminaire,FALSE,,4,32,TRUE,2009/12/01
48,"Kichler Lighting","Direct Wire Pro",12053**,Luminaire,FALSE,,9,40,TRUE,2009/12/01
1730,"Kichler Lighting","LED Undercabinet Light",12055-CL-1089,Luminaire,FALSE,,3,38,TRUE,2011/01/27
1729,"Kichler Lighting","LED Undercabinet Light",12056-CL-1089,Luminaire,FALSE,,6,43,TRUE,2011/01/27
1728,"Kichler Lighting","LED Undercabinet Light",12057-CL-1089,Luminaire,FALSE,,8,43,TRUE,2011/01/27
1727,"Kichler Lighting","LED Undercabinet Light",12058-CL-1089,Luminaire,FALSE,,11,47,TRUE,2011/01/27
2815,"LED Era Inc.","L Series",LS11/LP11,Luminaire,FALSE,,180,64,TRUE,2011/07/07
2811,"LED Era Inc.","L Series",LS3/LP3,Luminaire,FALSE,,53,69,TRUE,2011/07/07
2812,"LED Era Inc.","L Series",LS4/LP4,Luminaire,FALSE,,71,69,TRUE,2011/07/07
2813,"LED Era Inc.","L Series",LS5/LP5,Luminaire,FALSE,,88,69,TRUE,2011/07/07
2814,"LED Era Inc.","L Series",LS7/LP7,Luminaire,FALSE,,120,70,TRUE,2011/07/07
4721,"Lighting Science Group Corp.",Definity,DFN-16-***-***-GU10,"Light Engine",FALSE,,6,53,TRUE,2011/12/20
918,"Lighting Science Group Corp.",Definity,DFN-16-W27-***,"Light Engine",FALSE,,6,46,TRUE,2010/09/21
917,"Lighting Science Group Corp.",Definity,DFN-16-WW-***,"Light Engine",FALSE,,6,49,TRUE,2010/09/21
5455,"Lighting Science Group Corp.",Definity,DFN-19-***-V2-***,"Light Engine",FALSE,,14,65,TRUE,2012/03/22
4722,"Lighting Science Group Corp.",Definity,DFN-19-V1-***-***,"Light Engine",FALSE,,9,54,TRUE,2011/12/20
914,"Lighting Science Group Corp.",Definity,DFN-19-WW-120,"Light Engine",FALSE,,8,54,TRUE,2010/09/21
2661,"Lighting Science Group Corp.",Definity,DFN-19-WW-V1-***-NDM,"Light Engine",FALSE,,9,47,TRUE,2011/04/29
5456,"Lighting Science Group Corp.",Definity,DFN-20-***-V2-***,"Light Engine",FALSE,,8,52,TRUE,2012/03/22
4723,"Lighting Science Group Corp.",Definity,DFN-20-V2-**-**-120,"Light Engine",FALSE,,8,52,TRUE,2011/12/20
920,"Lighting Science Group Corp.",Definity,DFN-20-W27-***-120,"Light Engine",FALSE,,8,40,TRUE,2010/09/21
919,"Lighting Science Group Corp.",Definity,DFN-20-WW-***-120,"Light Engine",FALSE,,8,44,TRUE,2010/09/21
916,"Lighting Science Group Corp.",Definity,DFN-25-W27-120,"Light Engine",FALSE,,8,51,TRUE,2010/09/21
915,"Lighting Science Group Corp.",Definity,DFN-25-WW-120,"Light Engine",FALSE,,8,56,TRUE,2010/09/21
5457,"Lighting Science Group Corp.",Definity,DFN-30-***-V2-***,"Light Engine",FALSE,,18,58,TRUE,2012/03/22
4726,"Lighting Science Group Corp.",Definity,DFN-30-**-**-120,"Light Engine",FALSE,,15,52,TRUE,2011/12/20
4724,"Lighting Science Group Corp.",Definity,DFN-30-V1-**-**-120,"Light Engine",FALSE,,15,51,TRUE,2011/12/20
4725,"Lighting Science Group Corp.",Definity,DFN-30-V2-**-**-120,"Light Engine",FALSE,,18,58,TRUE,2011/12/20
4734,"Lighting Science Group Corp.",Definity,DFN-30-V3-**-**-120,"Light Engine",FALSE,,18,58,TRUE,2011/12/20
922,"Lighting Science Group Corp.",Definity,DFN-30-W27-***-120,"Light Engine",FALSE,,15,48,TRUE,2010/09/21
921,"Lighting Science Group Corp.",Definity,DFN-30-WW-***-120,"Light Engine",FALSE,,15,48,TRUE,2010/09/21
5458,"Lighting Science Group Corp.",Definity,DFN-38-***-V2-***,"Light Engine",FALSE,,24,55,TRUE,2012/03/22
4727,"Lighting Science Group Corp.",Definity,DFN-38-V1-**-**-120,"Light Engine",FALSE,,15,51,TRUE,2011/12/20
4728,"Lighting Science Group Corp.",Definity,DFN-38-V2-**-**-120,"Light Engine",FALSE,,24,55,TRUE,2011/12/20
4733,"Lighting Science Group Corp.",Definity,DFN-38-V3-**-**-120,"Light Engine",FALSE,,24,55,TRUE,2011/12/20
4719,"Lighting Science Group Corp.",Definity,DFN-A19-V1-***,"Light Engine",FALSE,,9,54,TRUE,2011/12/20
4720,"Lighting Science Group Corp.",Definity,DFN-A19-V2-***,"Light Engine",FALSE,,13,62,TRUE,2011/12/20
5445,"Lighting Science Group Corp.",Definity,DFN-BR20-**-120,"Light Engine",FALSE,,8,60,TRUE,2012/03/22
4729,"Lighting Science Group Corp.",Definity,DFN-BR30-**-**-120,"Light Engine",FALSE,,14,58,TRUE,2011/12/20
4732,"Lighting Science Group Corp.",Definity,DFN-BR30-V3-**-**-120,"Light Engine",FALSE,,14,58,TRUE,2011/12/20
4730,"Lighting Science Group Corp.",Definity,DFN-BR40-**-**-120,"Light Engine",FALSE,,17,56,TRUE,2011/12/20
4731,"Lighting Science Group Corp.",Definity,DFN-BR40-V3-**-**-120,"Light Engine",FALSE,,17,56,TRUE,2011/12/20
5454,"Lighting Science Group Corp.",Definity,GLP4-***-120-***,Luminaire,FALSE,,10,50,TRUE,2012/03/22
5453,"Lighting Science Group Corp.",Definity,GLP6-***-120-***,Luminaire,FALSE,,15,54,TRUE,2012/03/22
2659,"Lighting Science Group Corp.",Definity,GLP6-W27-120-**,Luminaire,FALSE,,15,54,TRUE,2011/04/29
2658,"Lighting Science Group Corp.",Definity,GLP6-WW-120-**,Luminaire,FALSE,,15,54,TRUE,2011/04/29
5452,"Lighting Science Group Corp.",EcoSmart,CED4-***-120-***,Luminaire,FALSE,,10,50,TRUE,2012/03/22
5451,"Lighting Science Group Corp.",EcoSmart,CED6-***-120-***,Luminaire,FALSE,,15,54,TRUE,2012/03/22
2660,"Lighting Science Group Corp.",EcoSmart,CED6-W27-120-**,Luminaire,FALSE,,15,54,TRUE,2011/04/29
2657,"Lighting Science Group Corp.",EcoSmart,CED6-WW-120-**,Luminaire,FALSE,,15,54,TRUE,2011/04/29
2655,"Lighting Science Group Corp.",EcoSmart,DFA-CW-FL-180D-**,Luminaire,FALSE,,21,87,TRUE,2011/04/29
2656,"Lighting Science Group Corp.",EcoSmart,DFA-CW-FL-270D-**,Luminaire,FALSE,,21,87,TRUE,2011/04/29
4703,"Lighting Science Group Corp.",EcoSmart,ECS-16-**-**,"Light Engine",FALSE,,6,48,TRUE,2011/12/20
4704,"Lighting Science Group Corp.",EcoSmart,ECS-16-**-**-GU10,"Light Engine",FALSE,,6,56,TRUE,2011/12/20
913,"Lighting Science Group Corp.",EcoSmart,ECS-16-WW-FL,"Light Engine",FALSE,,6,49,TRUE,2010/09/21
2156,"Lighting Science Group Corp.",EcoSmart,ECS-16-WW-FL-GU10,"Light Engine",FALSE,,6,53,TRUE,2011/02/22
4701,"Lighting Science Group Corp.",EcoSmart,ECS-19-V1-**-120,"Light Engine",FALSE,,9,54,TRUE,2011/12/20
5447,"Lighting Science Group Corp.",EcoSmart,ECS-19-V2-**-120,"Light Engine",FALSE,,14,62,TRUE,2012/03/22
2155,"Lighting Science Group Corp.",EcoSmart,ECS-19-V2-CW-120,"Light Engine",FALSE,,13,72,TRUE,2011/02/22
2154,"Lighting Science Group Corp.",EcoSmart,ECS-19-V2-WW-120,"Light Engine",FALSE,,13,65,TRUE,2011/02/22
909,"Lighting Science Group Corp.",EcoSmart,ECS-19-WW-120,"Light Engine",FALSE,,9,49,TRUE,2010/09/21
4705,"Lighting Science Group Corp.",EcoSmart,ECS-20-**-**-HO-120,"Light Engine",FALSE,,8,52,TRUE,2011/12/20
5448,"Lighting Science Group Corp.",EcoSmart,ECS-20-**-V1-***-120,"Light Engine",FALSE,,8,42,TRUE,2012/03/22
4706,"Lighting Science Group Corp.",EcoSmart,ECS-20-V2-**-**-120,"Light Engine",FALSE,,8,52,TRUE,2011/12/20
911,"Lighting Science Group Corp.",EcoSmart,ECS-20-WW-FL-120,"Light Engine",FALSE,,8,44,TRUE,2010/09/21
4707,"Lighting Science Group Corp.",EcoSmart,ECS-25-**-120,"Light Engine",FALSE,,8,48,TRUE,2011/12/20
910,"Lighting Science Group Corp.",EcoSmart,ECS-25-WW-120,"Light Engine",FALSE,,8,56,TRUE,2010/09/21
4710,"Lighting Science Group Corp.",EcoSmart,ECS-30-**-**-120,"Light Engine",FALSE,,15,49,TRUE,2011/12/20
2157,"Lighting Science Group Corp.",EcoSmart,ECS-30-CW-FL-120,"Light Engine",FALSE,,15,67,TRUE,2011/02/22
4708,"Lighting Science Group Corp.",EcoSmart,ECS-30-V1-**-**-120,"Light Engine",FALSE,,15,51,TRUE,2011/12/20
4709,"Lighting Science Group Corp.",EcoSmart,ECS-30-V2-**-**-120,"Light Engine",FALSE,,18,58,TRUE,2011/12/20
2158,"Lighting Science Group Corp.",EcoSmart,ECS-30-V2-WW-FL-120,"Light Engine",FALSE,,17,56,TRUE,2011/02/22
4718,"Lighting Science Group Corp.",EcoSmart,ECS-30-V3-**-**-120,"Light Engine",FALSE,,18,58,TRUE,2011/12/20
912,"Lighting Science Group Corp.",EcoSmart,ECS-30-WW-FL-120,"Light Engine",FALSE,,15,48,TRUE,2010/09/21
5449,"Lighting Science Group Corp.",EcoSmart,ECS-38-***-V1-***-120,"Light Engine",FALSE,,18,51,TRUE,2012/03/22
5450,"Lighting Science Group Corp.",EcoSmart,ECS-38-***-V2-***-120,"Light Engine",FALSE,,24,55,TRUE,2012/03/22
4711,"Lighting Science Group Corp.",EcoSmart,ECS-38-V1-**-**-120,"Light Engine",FALSE,,18,51,TRUE,2011/12/20
4712,"Lighting Science Group Corp.",EcoSmart,ECS-38-V2-**-**-120,"Light Engine",FALSE,,24,55,TRUE,2011/12/20
4717,"Lighting Science Group Corp.",EcoSmart,ECS-38-V3-**-**-120,"Light Engine",FALSE,,24,55,TRUE,2011/12/20
4698,"Lighting Science Group Corp.",EcoSmart,ECS-A19-V1-**-120,"Light Engine",FALSE,,9,53,TRUE,2011/12/20
4699,"Lighting Science Group Corp.",EcoSmart,ECS-A19-V1-**-NDM-120,"Light Engine",FALSE,,9,53,TRUE,2011/12/20
2153,"Lighting Science Group Corp.",EcoSmart,ECS-A19-V1-CW-120,"Light Engine",FALSE,,8,64,TRUE,2011/02/22
4700,"Lighting Science Group Corp.",EcoSmart,ECS-A19-V2-**-120,"Light Engine",FALSE,,14,65,TRUE,2011/12/20
5446,"Lighting Science Group Corp.",EcoSmart,ECS-BR20-**-120,"Light Engine",FALSE,,8,60,TRUE,2012/03/22
4713,"Lighting Science Group Corp.",EcoSmart,ECS-BR30-**-**-120,"Light Engine",FALSE,,14,58,TRUE,2011/12/20
4716,"Lighting Science Group Corp.",EcoSmart,ECS-BR30-V3-**-**-120,"Light Engine",FALSE,,14,58,TRUE,2011/12/20
4714,"Lighting Science Group Corp.",EcoSmart,ECS-BR40-**-**-120,"Light Engine",FALSE,,17,56,TRUE,2011/12/20
4715,"Lighting Science Group Corp.",EcoSmart,ECS-BR40-V3-**-**-120,"Light Engine",FALSE,,17,56,TRUE,2011/12/20
2159,"Lighting Science Group Corp.",EcoSmart,ESC-38-CW-FL-120,"Light Engine",FALSE,,18,61,TRUE,2011/02/22
2160,"Lighting Science Group Corp.",EcoSmart,ESC-38-V2-WW-FL-120,"Light Engine",FALSE,,24,54,TRUE,2011/02/22
2161,"Lighting Science Group Corp.",EcoSmart,ESC-BR30-W27-FL-120,"Light Engine",FALSE,,15,50,TRUE,2011/02/22
2162,"Lighting Science Group Corp.",EcoSmart,ESC-BR40-W27-FL-120,"Light Engine",FALSE,,18,50,TRUE,2011/02/22
923,"Lighting Science Group Corp.",Prolific,LSR1-CW-R*-2B-**-***-**,Luminaire,FALSE,,50,87,TRUE,2010/09/21
924,"Lighting Science Group Corp.",Prolific,LSR2-CW-R*-2B-**-***-**,Luminaire,FALSE,,74,79,TRUE,2010/09/21
925,"Lighting Science Group Corp.",Prolific,LSR3-CW-R*-2B-**-***-**,Luminaire,FALSE,,101,92,TRUE,2010/09/21
926,"Lighting Science Group Corp.",Prolific,LSR4-CW-R*-2B-**-***-**,Luminaire,FALSE,,146,81,TRUE,2010/09/21
2760,"Lucifer Lighting Company","Lucifer Lighting Company",DL61Z-CR-***-LEDX.1-***,Luminaire,FALSE,,14,43,TRUE,2011/06/08
3767,"Lunera Lighting Inc.","Lunera Lighting Inc.",LUNERA1200-EG,Luminaire,FALSE,,50,70,TRUE,2011/10/12
2802,"M-Tech International Corporation",Lumira,LM-6HW-12,Luminaire,FALSE,,15,46,TRUE,2011/06/28
2801,"M-Tech International Corporation",Lumira,LM-6WW-12,Luminaire,FALSE,,15,47,TRUE,2011/06/28
241,"Maxim Lighting International Inc.","Star Strand",53200,Luminaire,FALSE,,2,105,TRUE,2010/06/08
242,"Maxim Lighting International Inc.","Star Strand",53210,Luminaire,FALSE,,1,151,TRUE,2010/06/08
243,"Maxim Lighting International Inc.","Star Strand",53211,Luminaire,FALSE,,3,151,TRUE,2010/06/08
244,"Maxim Lighting International Inc.","Star Strand",53212,Luminaire,FALSE,,15,151,TRUE,2010/06/08
245,"Maxim Lighting International Inc.","Star Strand",53213,Luminaire,FALSE,,29,151,TRUE,2010/06/08
246,"Maxim Lighting International Inc.","Star Strand",53214,Luminaire,FALSE,,58,151,TRUE,2010/06/08
247,"Maxim Lighting International Inc.","Star Strand",53220,Luminaire,FALSE,,1,185,TRUE,2010/06/08
248,"Maxim Lighting International Inc.","Star Strand",53221,Luminaire,FALSE,,5,185,TRUE,2010/06/08
249,"Maxim Lighting International Inc.","Star Strand",53222,Luminaire,FALSE,,7,185,TRUE,2010/06/08
250,"Maxim Lighting International Inc.","Star Strand",53223,Luminaire,FALSE,,22,185,TRUE,2010/06/08
251,"Maxim Lighting International Inc.","Star Strand",53224,Luminaire,FALSE,,44,185,TRUE,2010/06/08
252,"Maxim Lighting International Inc.","Star Strand",53410,Luminaire,FALSE,,1,193,TRUE,2010/06/08
253,"Maxim Lighting International Inc.","Star Strand",53411,Luminaire,FALSE,,2,193,TRUE,2010/06/08
254,"Maxim Lighting International Inc.","Star Strand",53412,Luminaire,FALSE,,10,193,TRUE,2010/06/08
255,"Maxim Lighting International Inc.","Star Strand",53413,Luminaire,FALSE,,20,193,TRUE,2010/06/08
256,"Maxim Lighting International Inc.","Star Strand",53414,Luminaire,FALSE,,39,193,TRUE,2010/06/08
257,"Maxim Lighting International Inc.","Star Strand",53420,Luminaire,FALSE,,2,155,TRUE,2010/06/08
258,"Maxim Lighting International Inc.","Star Strand",53421,Luminaire,FALSE,,3,155,TRUE,2010/06/08
259,"Maxim Lighting International Inc.","Star Strand",53422,Luminaire,FALSE,,15,155,TRUE,2010/06/08
260,"Maxim Lighting International Inc.","Star Strand",53423,Luminaire,FALSE,,29,155,TRUE,2010/06/08
261,"Maxim Lighting International Inc.","Star Strand",53424,Luminaire,FALSE,,58,155,TRUE,2010/06/08
1151,"Maxim Lighting International Inc.","Star Strand",53450,Luminaire,FALSE,,2,44,TRUE,2010/09/22
1152,"Maxim Lighting International Inc.","Star Strand",53451,Luminaire,FALSE,,4,44,TRUE,2010/09/22
1153,"Maxim Lighting International Inc.","Star Strand",53455,Luminaire,FALSE,,7,44,TRUE,2010/09/22
1131,"Maxim Lighting International Inc.","Star Strand",53700AL,Luminaire,FALSE,,2,46,TRUE,2010/09/22
1136,"Maxim Lighting International Inc.","Star Strand",53700BRZ,Luminaire,FALSE,,2,46,TRUE,2010/09/22
1132,"Maxim Lighting International Inc.","Star Strand",53701AL,Luminaire,FALSE,,3,46,TRUE,2010/09/22
1137,"Maxim Lighting International Inc.","Star Strand",53701BRZ,Luminaire,FALSE,,3,46,TRUE,2010/09/22
1133,"Maxim Lighting International Inc.","Star Strand",53702AL,Luminaire,FALSE,,6,46,TRUE,2010/09/22
1138,"Maxim Lighting International Inc.","Star Strand",53702BRZ,Luminaire,FALSE,,6,46,TRUE,2010/09/22
1134,"Maxim Lighting International Inc.","Star Strand",53703AL,Luminaire,FALSE,,9,46,TRUE,2010/09/22
1139,"Maxim Lighting International Inc.","Star Strand",53703BRZ,Luminaire,FALSE,,9,46,TRUE,2010/09/22
1135,"Maxim Lighting International Inc.","Star Strand",53704AL,Luminaire,FALSE,,12,46,TRUE,2010/09/22
1140,"Maxim Lighting International Inc.","Star Strand",53704BRZ,Luminaire,FALSE,,12,46,TRUE,2010/09/22
1141,"Maxim Lighting International Inc.","Star Strand",53710AL,Luminaire,FALSE,,2,69,TRUE,2010/09/22
1146,"Maxim Lighting International Inc.","Star Strand",53710BRZ,Luminaire,FALSE,,2,69,TRUE,2010/09/22
1142,"Maxim Lighting International Inc.","Star Strand",53711AL,Luminaire,FALSE,,3,69,TRUE,2010/09/22
1147,"Maxim Lighting International Inc.","Star Strand",53711BRZ,Luminaire,FALSE,,3,69,TRUE,2010/09/22
1143,"Maxim Lighting International Inc.","Star Strand",53712AL,Luminaire,FALSE,,6,69,TRUE,2010/09/22
1148,"Maxim Lighting International Inc.","Star Strand",53712BRZ,Luminaire,FALSE,,6,69,TRUE,2010/09/22
1144,"Maxim Lighting International Inc.","Star Strand",53713AL,Luminaire,FALSE,,9,69,TRUE,2010/09/22
1149,"Maxim Lighting International Inc.","Star Strand",53713BRZ,Luminaire,FALSE,,9,69,TRUE,2010/09/22
1145,"Maxim Lighting International Inc.","Star Strand",53714AL,Luminaire,FALSE,,12,69,TRUE,2010/09/22
1150,"Maxim Lighting International Inc.","Star Strand",53714BRZ,Luminaire,FALSE,,12,69,TRUE,2010/09/22
742,"Moda Light","Moda Light",BEK-CW,Luminaire,FALSE,,1,45,TRUE,2010/09/02
743,"Moda Light","Moda Light",BEK-WW,Luminaire,FALSE,,1,30,TRUE,2010/09/02
803,"Moda Light","Moda Light",CIRCA-CW,Luminaire,FALSE,,1,67,TRUE,2010/09/02
805,"Moda Light","Moda Light",CIRCA-NW,Luminaire,FALSE,,1,54,TRUE,2010/09/02
804,"Moda Light","Moda Light",CIRCA-W,Luminaire,FALSE,,1,43,TRUE,2010/09/02
794,"Moda Light","Moda Light",CIRCO-CW,Luminaire,FALSE,,4,67,TRUE,2010/09/02
796,"Moda Light","Moda Light",CIRCO-NW,Luminaire,FALSE,,4,54,TRUE,2010/09/02
795,"Moda Light","Moda Light",CIRCO-WW,Luminaire,FALSE,,4,43,TRUE,2010/09/02
755,"Moda Light","Moda Light",DOMA-CW,Luminaire,FALSE,,4,67,TRUE,2010/09/02
757,"Moda Light","Moda Light",DOMA-NW,Luminaire,FALSE,,4,54,TRUE,2010/09/02
756,"Moda Light","Moda Light",DOMA-WW,Luminaire,FALSE,,4,43,TRUE,2010/09/02
875,"Moda Light","Moda Light","ECO COVE-CW-1ft",Luminaire,FALSE,,5,100,TRUE,2010/09/02
878,"Moda Light","Moda Light","ECO COVE-CW-2ft",Luminaire,FALSE,,10,100,TRUE,2010/09/02
881,"Moda Light","Moda Light","ECO COVE-CW-4ft",Luminaire,FALSE,,19,100,TRUE,2010/09/02
877,"Moda Light","Moda Light","ECO COVE-NW-1ft",Luminaire,FALSE,,5,81,TRUE,2010/09/02
880,"Moda Light","Moda Light","ECO COVE-NW-2ft",Luminaire,FALSE,,10,81,TRUE,2010/09/02
883,"Moda Light","Moda Light","ECO COVE-NW-4ft",Luminaire,FALSE,,19,81,TRUE,2010/09/02
876,"Moda Light","Moda Light","ECO COVE-WW-1ft",Luminaire,FALSE,,5,81,TRUE,2010/09/02
879,"Moda Light","Moda Light","ECO COVE-WW-2ft",Luminaire,FALSE,,10,81,TRUE,2010/09/02
882,"Moda Light","Moda Light","ECO COVE-WW-4ft",Luminaire,FALSE,,19,81,TRUE,2010/09/02
857,"Moda Light","Moda Light",ESPA4-CW,Luminaire,FALSE,,5,67,TRUE,2010/09/02
859,"Moda Light","Moda Light",ESPA4-NW,Luminaire,FALSE,,5,54,TRUE,2010/09/02
858,"Moda Light","Moda Light",ESPA4-WW,Luminaire,FALSE,,5,43,TRUE,2010/09/02
860,"Moda Light","Moda Light",ESPA9-CW,Luminaire,FALSE,,11,67,TRUE,2010/09/02
862,"Moda Light","Moda Light",ESPA9-NW,Luminaire,FALSE,,11,54,TRUE,2010/09/02
861,"Moda Light","Moda Light",ESPA9-WW,Luminaire,FALSE,,11,43,TRUE,2010/09/02
752,"Moda Light","Moda Light",EXPO-CW,Luminaire,FALSE,,1,67,TRUE,2010/09/02
754,"Moda Light","Moda Light",EXPO-NW,Luminaire,FALSE,,1,54,TRUE,2010/09/02
753,"Moda Light","Moda Light",EXPO-WW,Luminaire,FALSE,,1,43,TRUE,2010/09/02
780,"Moda Light","Moda Light",FLOR-CW,Luminaire,FALSE,,1,45,TRUE,2010/09/02
781,"Moda Light","Moda Light",FLOR-WW,Luminaire,FALSE,,1,30,TRUE,2010/09/02
833,"Moda Light","Moda Light","ICAN-4""-9-CW",Luminaire,FALSE,,11,100,TRUE,2010/09/02
835,"Moda Light","Moda Light","ICAN-4""-9-NW",Luminaire,FALSE,,11,81,TRUE,2010/09/02
834,"Moda Light","Moda Light","ICAN-4""-9-WW",Luminaire,FALSE,,11,81,TRUE,2010/09/02
836,"Moda Light","Moda Light","ICAN-5""-12-CW",Luminaire,FALSE,,14,100,TRUE,2010/09/02
838,"Moda Light","Moda Light","ICAN-5""-12-NW",Luminaire,FALSE,,14,81,TRUE,2010/09/02
837,"Moda Light","Moda Light","ICAN-5""-12-WW",Luminaire,FALSE,,14,81,TRUE,2010/09/02
839,"Moda Light","Moda Light","ICAN-6""-12-CW",Luminaire,FALSE,,14,100,TRUE,2010/09/02
841,"Moda Light","Moda Light","ICAN-6""-12-NW",Luminaire,FALSE,,14,81,TRUE,2010/09/02
840,"Moda Light","Moda Light","ICAN-6""-12-WW",Luminaire,FALSE,,14,81,TRUE,2010/09/02
842,"Moda Light","Moda Light","ICAN-6""-15-CW",Luminaire,FALSE,,18,100,TRUE,2010/09/02
844,"Moda Light","Moda Light","ICAN-6""-15-NW",Luminaire,FALSE,,18,81,TRUE,2010/09/02
843,"Moda Light","Moda Light","ICAN-6""-15-WW",Luminaire,FALSE,,18,81,TRUE,2010/09/02
814,"Moda Light","Moda Light",KUBO-CW,Luminaire,FALSE,,1,45,TRUE,2010/09/02
791,"Moda Light","Moda Light",KVET-CW,Luminaire,FALSE,,1,67,TRUE,2010/09/02
793,"Moda Light","Moda Light",KVET-NW,Luminaire,FALSE,,1,54,TRUE,2010/09/02
792,"Moda Light","Moda Light",KVET-WW,Luminaire,FALSE,,1,43,TRUE,2010/09/02
800,"Moda Light","Moda Light",LEDA-CW,Luminaire,FALSE,,1,67,TRUE,2010/09/02
802,"Moda Light","Moda Light",LEDA-NW,Luminaire,FALSE,,1,54,TRUE,2010/09/02
801,"Moda Light","Moda Light",LEDA-WW,Luminaire,FALSE,,1,43,TRUE,2010/09/02
749,"Moda Light","Moda Light",LETA-CW,Luminaire,FALSE,,1,67,TRUE,2010/09/02
751,"Moda Light","Moda Light",LETA-NW,Luminaire,FALSE,,1,54,TRUE,2010/09/02
750,"Moda Light","Moda Light",LETA-WW,Luminaire,FALSE,,1,43,TRUE,2010/09/02
746,"Moda Light","Moda Light",LILA-CW,Luminaire,FALSE,,1,67,TRUE,2010/09/02
748,"Moda Light","Moda Light",LILA-NW,Luminaire,FALSE,,1,54,TRUE,2010/09/02
747,"Moda Light","Moda Light",LILA-WW,Luminaire,FALSE,,1,43,TRUE,2010/09/02
776,"Moda Light","Moda Light",LUMIN-CW,Luminaire,FALSE,,1,45,TRUE,2010/09/02
777,"Moda Light","Moda Light",LUMIN-WW,Luminaire,FALSE,,1,30,TRUE,2010/09/02
778,"Moda Light","Moda Light",LUMINOSO-CW,Luminaire,FALSE,,1,45,TRUE,2010/09/02
779,"Moda Light","Moda Light",LUMINOSO-WW,Luminaire,FALSE,,1,30,TRUE,2010/09/02
758,"Moda Light","Moda Light",METZ-CW,Luminaire,FALSE,,4,67,TRUE,2010/09/02
760,"Moda Light","Moda Light",METZ-NW,Luminaire,FALSE,,4,54,TRUE,2010/09/02
759,"Moda Light","Moda Light",METZ-WW,Luminaire,FALSE,,4,43,TRUE,2010/09/02
851,"Moda Light","Moda Light",MEZO15-CW,Luminaire,FALSE,,18,100,TRUE,2010/09/02
853,"Moda Light","Moda Light",MEZO15-NW,Luminaire,FALSE,,18,81,TRUE,2010/09/02
852,"Moda Light","Moda Light",MEZO15-WW,Luminaire,FALSE,,18,81,TRUE,2010/09/02
845,"Moda Light","Moda Light",MEZO3-CW,Luminaire,FALSE,,4,100,TRUE,2010/09/02
847,"Moda Light","Moda Light",MEZO3-NW,Luminaire,FALSE,,4,81,TRUE,2010/09/02
846,"Moda Light","Moda Light",MEZO3-WW,Luminaire,FALSE,,4,81,TRUE,2010/09/02
848,"Moda Light","Moda Light",MEZO6-CW,Luminaire,FALSE,,7,100,TRUE,2010/09/02
850,"Moda Light","Moda Light",MEZO6-NW,Luminaire,FALSE,,7,81,TRUE,2010/09/02
849,"Moda Light","Moda Light",MEZO6-WW,Luminaire,FALSE,,7,81,TRUE,2010/09/02
854,"Moda Light","Moda Light",MOJO-CW,Luminaire,FALSE,,7,100,TRUE,2010/09/02
856,"Moda Light","Moda Light",MOJO-NW,Luminaire,FALSE,,7,81,TRUE,2010/09/02
855,"Moda Light","Moda Light",MOJO-WW,Luminaire,FALSE,,7,81,TRUE,2010/09/02
884,"Moda Light","Moda Light",NOVA-CW,Luminaire,FALSE,,32,80,TRUE,2010/09/02
886,"Moda Light","Moda Light",NOVA-NW,Luminaire,FALSE,,32,65,TRUE,2010/09/02
885,"Moda Light","Moda Light",NOVA-WW,Luminaire,FALSE,,32,52,TRUE,2010/09/02
863,"Moda Light","Moda Light",OPTICO-CW,Luminaire,FALSE,,1,100,TRUE,2010/09/02
865,"Moda Light","Moda Light",OPTICO-NW,Luminaire,FALSE,,1,81,TRUE,2010/09/02
864,"Moda Light","Moda Light",OPTICO-WW,Luminaire,FALSE,,1,81,TRUE,2010/09/02
736,"Moda Light","Moda Light",PUK-CW,Luminaire,FALSE,,1,100,TRUE,2010/09/02
738,"Moda Light","Moda Light",PUK-NW,Luminaire,FALSE,,1,81,TRUE,2010/09/02
737,"Moda Light","Moda Light",PUK-WW,Luminaire,FALSE,,1,81,TRUE,2010/09/02
770,"Moda Light","Moda Light",ROKO12-CW,Luminaire,FALSE,,14,67,TRUE,2010/09/02
772,"Moda Light","Moda Light",ROKO12-NW,Luminaire,FALSE,,14,54,TRUE,2010/09/02
771,"Moda Light","Moda Light",ROKO12-WW,Luminaire,FALSE,,14,43,TRUE,2010/09/02
764,"Moda Light","Moda Light",ROKO3-CW,Luminaire,FALSE,,4,67,TRUE,2010/09/02
766,"Moda Light","Moda Light",ROKO3-NW,Luminaire,FALSE,,4,54,TRUE,2010/09/02
765,"Moda Light","Moda Light",ROKO3-WW,Luminaire,FALSE,,4,43,TRUE,2010/09/02
813,"Moda Light","Moda Light",RONDE-CW,Luminaire,FALSE,,1,45,TRUE,2010/09/02
808,"Moda Light","Moda Light",RUBI1-CW,Luminaire,FALSE,,1,45,TRUE,2010/09/02
