Column1,Manufacturer Name,Brand Name,Model Number,Energy Source,Pilot Light (T/F),Heattraps (T/F),Hot Water Supply Boiler (T/F),Insulation Type,Mobile Home (T/F),Rated Volume,Measured Volume,Input BTUH,Thermal Efficiency,Standby Loss Percent/Hour,Standby Loss BTUH,Recovery Electric Power Watts,Standby Electric Power Watts,Insulation R-Value,Flue Damper (T/F),Fan Assisted Combustion (T/F),Add Date,
65405,Raypak,Raypak,WH7-0700*,LPG,False,,True,,False,,5.0,700000,95.0,,,,12,,,,10/29/2010 12:00:00 AM,
65404,Raypak,Raypak,WH7-0700*,Natural Gas,False,,True,,False,,5.0,700000,95.0,,,,12,,,,10/29/2010 12:00:00 AM,
4476,Raypak,Raypak,WH7-0753,LPG,False,,,Ozone-Depleting,False,2.7,2.7,750000,87.0,,,,12,,,,10/17/2006 12:00:00 AM,
1212,Raypak,Raypak,WH7-0753,Natural Gas,False,,,Ozone-Depleting,False,2.7,2.7,750000,87.0,,,,12,,,,10/17/2006 12:00:00 AM,
65407,Raypak,Raypak,WH7-0850*,LPG,False,,True,,False,,5.8,850000,95.0,,,,12,,,,10/29/2010 12:00:00 AM,
65406,Raypak,Raypak,WH7-0850*,Natural Gas,False,,True,,False,,5.8,850000,95.0,,,,12,,,,10/29/2010 12:00:00 AM,
4596,Raypak,Raypak,WH7-1003,LPG,False,,,Ozone-Depleting,False,3.0,3.0,999000,87.0,,,,12,,,,10/17/2006 12:00:00 AM,
499,Raypak,Raypak,WH7-1003,Natural Gas,False,,,Ozone-Depleting,False,3.0,3.0,999000,87.0,,,,12,,,,10/17/2006 12:00:00 AM,
6669,Raypak,Raypak,WH7-1005*,LPG,False,,,,False,11.8,11.8,999000,97.0,,,,12,,,,9/11/2008 12:00:00 AM,
6668,Raypak,Raypak,WH7-1005*,Natural Gas,False,,,,False,11.8,11.8,999000,97.0,,,,12,,,,9/11/2008 12:00:00 AM,
4097,Raypak,Raypak,WH7-1253,LPG,False,,,Ozone-Depleting,False,3.3,3.3,1250000,87.0,,,,12,,,,10/17/2006 12:00:00 AM,
4655,Raypak,Raypak,WH7-1253,Natural Gas,False,,,Ozone-Depleting,False,3.3,3.3,1250000,87.0,,,,12,,,,10/17/2006 12:00:00 AM,
5640,Raypak,Raypak,WH7-1503,LPG,False,,,Ozone-Depleting,False,3.6,3.6,1500000,87.0,,,,12,,,,10/17/2006 12:00:00 AM,
5180,Raypak,Raypak,WH7-1503,Natural Gas,False,,,Ozone-Depleting,False,3.6,3.6,1500000,87.0,,,,12,,,,10/17/2006 12:00:00 AM,
6671,Raypak,Raypak,WH7-1505*,LPG,False,,,,False,12.4,12.4,1500000,97.0,,,,12,,,,9/11/2008 12:00:00 AM,
6670,Raypak,Raypak,WH7-1505*,Natural Gas,False,,,,False,12.4,12.4,1500000,97.0,,,,12,,,,9/11/2008 12:00:00 AM,
5181,Raypak,Raypak,WH7-1753,LPG,False,,,Ozone-Depleting,False,3.9,3.9,1750000,87.0,,,,12,,,,10/17/2006 12:00:00 AM,
4477,Raypak,Raypak,WH7-1753,Natural Gas,False,,,Ozone-Depleting,False,3.9,3.9,1750000,87.0,,,,12,,,,10/17/2006 12:00:00 AM,
500,Raypak,Raypak,WH7-2003,LPG,False,,,Ozone-Depleting,False,4.2,4.2,1999000,87.0,,,,12,,,,10/17/2006 12:00:00 AM,
1757,Raypak,Raypak,WH7-2003,Natural Gas,False,,,Ozone-Depleting,False,4.2,4.2,1999000,87.0,,,,12,,,,10/17/2006 12:00:00 AM,
6673,Raypak,Raypak,WH7-2005*,LPG,False,,,,False,15.6,15.6,1999000,97.0,,,,12,,,,9/11/2008 12:00:00 AM,
6672,Raypak,Raypak,WH7-2005*,Natural Gas,False,,,,False,15.6,15.6,1999000,97.0,,,,12,,,,9/11/2008 12:00:00 AM,
6124,Raypak,Raypak,WH8-0992*,Natural Gas,False,,,,False,,2.3,990000,85.0,,,,12,,,,10/23/2007 12:00:00 AM,
6125,Raypak,Raypak,WH8-0992**,LPG,False,,,,False,,2.3,990000,85.0,,,,12,,,,10/23/2007 12:00:00 AM,
6127,Raypak,Raypak,WH8-0992**-CHX,LPG,False,,,,False,,2.3,990000,98.0,,,,12,,,,10/23/2007 12:00:00 AM,
6126,Raypak,Raypak,WH8-0992*-CHX,Natural Gas,False,,,,False,,2.3,990000,98.0,,,,12,,,,10/23/2007 12:00:00 AM,
1163,Raypak,Raypak,WH8-0992-175,Natural Gas,False,,,Non-Ozone-Depleting,False,175.0,158.2,990000,80.4,,,,,16.0,False,False,5/21/2004 12:00:00 AM,
1164,Raypak,Raypak,WH8-0992-235,Natural Gas,False,,,Non-Ozone-Depleting,False,235.0,235.5,990000,80.4,,,,,12.5,False,False,5/21/2004 12:00:00 AM,
1165,Raypak,Raypak,WH8-0992-335,Natural Gas,False,False,,Non-Ozone-Depleting,False,335.0,335.9,990000,80.4,,,612,,12.5,True,False,5/21/2004 12:00:00 AM,
825,Raypak,Raypak,WH8-0992-534,Natural Gas,False,False,,Non-Ozone-Depleting,False,534.0,523.8,990000,80.4,,,612,,12.5,True,False,5/21/2004 12:00:00 AM,
6130,Raypak,Raypak,WH9-1262*,Natural Gas,False,,,,False,,2.6,1260000,85.0,,,,12,,,,10/23/2007 12:00:00 AM,
6131,Raypak,Raypak,WH9-1262**,LPG,False,,,,False,,2.6,1260000,85.0,,,,12,,,,10/23/2007 12:00:00 AM,
6133,Raypak,Raypak,WH9-1262**-CHX,LPG,False,,,,False,,2.6,1260000,98.0,,,,12,,,,10/23/2007 12:00:00 AM,
6132,Raypak,Raypak,WH9-1262*-CHX,Natural Gas,False,,,,False,,2.6,1260000,98.0,,,,12,,,,10/23/2007 12:00:00 AM,
826,Raypak,Raypak,WH9-1262-175,Natural Gas,False,,,Non-Ozone-Depleting,False,175.0,158.2,1260000,80.4,,,,,16.0,False,False,5/21/2004 12:00:00 AM,
1166,Raypak,Raypak,WH9-1262-235,Natural Gas,False,,,Non-Ozone-Depleting,False,235.0,235.5,1260000,80.4,,,,,12.5,False,False,5/21/2004 12:00:00 AM,
1167,Raypak,Raypak,WH9-1262-335,Natural Gas,False,False,,Non-Ozone-Depleting,False,335.0,335.9,1260000,80.4,,,612,,12.5,True,False,5/21/2004 12:00:00 AM,
1168,Raypak,Raypak,WH9-1262-534,Natural Gas,False,False,,Non-Ozone-Depleting,False,534.0,523.8,1260000,80.4,,,612,,12.5,True,False,5/21/2004 12:00:00 AM,
6136,Raypak,Raypak,WH9-1532*,Natural Gas,False,,,,False,,3.0,1530000,85.0,,,,12,,,,10/23/2007 12:00:00 AM,
6137,Raypak,Raypak,WH9-1532**,LPG,False,,,,False,,3.0,1530000,85.0,,,,12,,,,10/23/2007 12:00:00 AM,
6139,Raypak,Raypak,WH9-1532**-CHX,LPG,False,,,,False,,3.0,1530000,98.0,,,,12,,,,10/23/2007 12:00:00 AM,
6138,Raypak,Raypak,WH9-1532*-CHX,Natural Gas,False,,,,False,,3.0,1530000,98.0,,,,12,,,,10/23/2007 12:00:00 AM,
1169,Raypak,Raypak,WH9-1532-175,Natural Gas,False,,,Non-Ozone-Depleting,False,175.0,158.2,1530000,80.4,,,,,16.0,False,False,5/21/2004 12:00:00 AM,
827,Raypak,Raypak,WH9-1532-235,Natural Gas,False,,,Non-Ozone-Depleting,False,235.0,235.5,1530000,80.4,,,,,12.5,False,False,5/21/2004 12:00:00 AM,
828,Raypak,Raypak,WH9-1532-335,Natural Gas,False,,,Non-Ozone-Depleting,False,335.0,335.9,1530000,80.4,,,,,12.5,False,False,5/21/2004 12:00:00 AM,
1170,Raypak,Raypak,WH9-1532-534,Natural Gas,False,False,,Non-Ozone-Depleting,False,534.0,523.8,1530000,80.4,,,612,,12.5,True,False,5/21/2004 12:00:00 AM,
6142,Raypak,Raypak,WH9-1802*,Natural Gas,False,,,,False,,3.4,1800000,85.0,,,,12,,,,10/23/2007 12:00:00 AM,
6143,Raypak,Raypak,WH9-1802**,LPG,False,,,,False,,3.4,1800000,85.0,,,,12,,,,10/23/2007 12:00:00 AM,
6145,Raypak,Raypak,WH9-1802**-CHX,LPG,False,,,,False,,3.4,1800000,98.0,,,,12,,,,10/23/2007 12:00:00 AM,
6144,Raypak,Raypak,WH9-1802*-CHX,Natural Gas,False,,,,False,,3.4,1800000,98.0,,,,12,,,,10/23/2007 12:00:00 AM,
829,Raypak,Raypak,WH9-1802-175,Natural Gas,False,,,Non-Ozone-Depleting,False,175.0,158.2,1800000,80.4,,,,,16.0,False,False,5/21/2004 12:00:00 AM,
830,Raypak,Raypak,WH9-1802-235,Natural Gas,False,,,Non-Ozone-Depleting,False,235.0,235.5,1800000,80.4,,,,,12.5,False,False,5/21/2004 12:00:00 AM,
831,Raypak,Raypak,WH9-1802-335,Natural Gas,False,,,Non-Ozone-Depleting,False,335.0,335.9,1800000,80.4,,,,,12.5,False,False,5/21/2004 12:00:00 AM,
832,Raypak,Raypak,WH9-1802-534,Natural Gas,False,False,,Non-Ozone-Depleting,False,534.0,523.8,1800000,80.4,,,612,,12.5,True,False,5/21/2004 12:00:00 AM,
6148,Raypak,Raypak,WH9-2002*,Natural Gas,False,,,,False,,3.7,1999000,85.0,,,,12,,,,10/23/2007 12:00:00 AM,
6149,Raypak,Raypak,WH9-2002**,LPG,False,,,,False,,3.7,1999000,85.0,,,,12,,,,10/23/2007 12:00:00 AM,
6151,Raypak,Raypak,WH9-2002**-CHX,LPG,False,,,,False,,3.7,1999000,98.0,,,,12,,,,10/23/2007 12:00:00 AM,
6150,Raypak,Raypak,WH9-2002*-CHX,Natural Gas,False,,,,False,,3.7,1999000,98.0,,,,12,,,,10/23/2007 12:00:00 AM,
833,Raypak,Raypak,WH9-2002-175,Natural Gas,False,,,Non-Ozone-Depleting,False,175.0,158.2,1999000,80.4,,,,,16.0,False,False,5/21/2004 12:00:00 AM,
834,Raypak,Raypak,WH9-2002-235,Natural Gas,False,,,Non-Ozone-Depleting,False,235.0,235.5,1999000,80.4,,,,,12.5,False,False,5/21/2004 12:00:00 AM,
835,Raypak,Raypak,WH9-2002-335,Natural Gas,False,,,Non-Ozone-Depleting,False,335.0,335.9,1999000,80.4,,,,,12.5,False,False,5/21/2004 12:00:00 AM,
836,Raypak,Raypak,WH9-2002-534,Natural Gas,False,False,,Non-Ozone-Depleting,False,534.0,523.8,1999000,80.4,,,612,,12.5,True,False,5/21/2004 12:00:00 AM,
6154,Raypak,Raypak,WH9-2072*,Natural Gas,False,,,,False,,3.7,2070000,85.0,,,,12,,,,10/23/2007 12:00:00 AM,
6155,Raypak,Raypak,WH9-2072**,LPG,False,,,,False,,3.7,2070000,85.0,,,,12,,,,10/23/2007 12:00:00 AM,
837,Raypak,Raypak,WH9-2072-175,Natural Gas,False,,,Non-Ozone-Depleting,False,175.0,158.2,2070000,80.4,,,,,16.0,False,False,5/21/2004 12:00:00 AM,
838,Raypak,Raypak,WH9-2072-235,Natural Gas,False,,,Non-Ozone-Depleting,False,235.0,235.5,2070000,80.4,,,,,12.5,False,False,5/21/2004 12:00:00 AM,
839,Raypak,Raypak,WH9-2072-335,Natural Gas,False,,,Non-Ozone-Depleting,False,335.0,335.9,2070000,80.4,,,,,12.5,False,False,5/21/2004 12:00:00 AM,
840,Raypak,Raypak,WH9-2072-534,Natural Gas,False,False,,Non-Ozone-Depleting,False,534.0,523.8,2070000,80.4,,,612,,12.5,True,False,5/21/2004 12:00:00 AM,
6158,Raypak,Raypak,WH9-2342*,Natural Gas,False,,,,False,,4.1,2340000,85.0,,,,12,,,,10/23/2007 12:00:00 AM,
6159,Raypak,Raypak,WH9-2342**,LPG,False,,,,False,,4.1,2340000,85.0,,,,12,,,,10/23/2007 12:00:00 AM,
841,Raypak,Raypak,WH9-2342-175,Natural Gas,False,,,Non-Ozone-Depleting,False,175.0,158.2,2340000,80.4,,,,,16.0,False,False,5/21/2004 12:00:00 AM,
842,Raypak,Raypak,WH9-2342-235,Natural Gas,False,,,Non-Ozone-Depleting,False,235.0,235.5,2340000,80.4,,,,,12.5,False,False,5/21/2004 12:00:00 AM,
843,Raypak,Raypak,WH9-2342-335,Natural Gas,False,,,Non-Ozone-Depleting,False,335.0,335.9,2340000,80.4,,,,,12.5,False,False,5/21/2004 12:00:00 AM,
844,Raypak,Raypak,WH9-2342-534,Natural Gas,False,,,Non-Ozone-Depleting,False,534.0,523.8,2340000,80.4,,,,,12.5,False,False,5/21/2004 12:00:00 AM,
6675,Raypak,Raypak,WHP-1005*,LPG,False,,,,False,11.8,11.8,999000,97.0,,,,12,,,,9/11/2008 12:00:00 AM,
6674,Raypak,Raypak,WHP-1005*,Natural Gas,False,,,,False,11.8,11.8,999000,97.0,,,,12,,,,9/11/2008 12:00:00 AM,
6677,Raypak,Raypak,WHP-1505*,LPG,False,,,,False,12.4,12.4,1500000,97.0,,,,12,,,,9/11/2008 12:00:00 AM,
6676,Raypak,Raypak,WHP-1505*,Natural Gas,False,,,,False,12.4,12.4,1500000,97.0,,,,12,,,,9/11/2008 12:00:00 AM,
6679,Raypak,Raypak,WHP-2005*,LPG,False,,,,False,15.6,15.6,1999000,97.0,,,,12,,,,9/11/2008 12:00:00 AM,
6678,Raypak,Raypak,WHP-2005*,Natural Gas,False,,,,False,15.6,15.6,1999000,97.0,,,,12,,,,9/11/2008 12:00:00 AM,
739,Raypak,Raypak,WHP1-0504*,LPG,False,,,Non-Ozone-Depleting,False,2.4,2.4,500000,84.0,,,,12,,,,6/9/2007 12:00:00 AM,
3652,Raypak,Raypak,WHP1-0504*,Natural Gas,False,,,Non-Ozone-Depleting,False,2.4,2.4,500000,84.0,,,,12,,,,6/9/2007 12:00:00 AM,
3816,Raypak,Raypak,WHP1-0754*,LPG,False,,,Non-Ozone-Depleting,False,2.7,2.7,750000,84.0,,,,12,,,,6/9/2007 12:00:00 AM,
1815,Raypak,Raypak,WHP1-0754*,Natural Gas,False,,,Non-Ozone-Depleting,False,2.7,2.7,750000,84.0,,,,12,,,,6/9/2007 12:00:00 AM,
1868,Raypak,Raypak,WHP1-1104*,LPG,False,,,Non-Ozone-Depleting,False,3.0,3.0,1045000,85.0,,,,12,,,,6/9/2007 12:00:00 AM,
740,Raypak,Raypak,WHP1-1104*,Natural Gas,False,,,Non-Ozone-Depleting,False,3.0,3.0,1045000,85.0,,,,12,,,,6/9/2007 12:00:00 AM,
3926,Raypak,Raypak,WHP1-1504*,LPG,False,,,Non-Ozone-Depleting,False,3.6,3.6,1425000,85.0,,,,12,,,,6/9/2007 12:00:00 AM,
3925,Raypak,Raypak,WHP1-1504*,Natural Gas,False,,,Non-Ozone-Depleting,False,3.6,3.6,1425000,85.0,,,,12,,,,6/9/2007 12:00:00 AM,
3928,Raypak,Raypak,WHP1-2004*,LPG,False,,,Non-Ozone-Depleting,False,4.2,4.2,1900000,85.0,,,,12,,,,6/9/2007 12:00:00 AM,
3927,Raypak,Raypak,WHP1-2004*,Natural Gas,False,,,Non-Ozone-Depleting,False,4.2,4.2,1900000,85.0,,,,12,,,,6/9/2007 12:00:00 AM,
6343,Raypak,Rheem,GB-0264*,Natural Gas,False,,,,False,,0.5,264000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6344,Raypak,Rheem,GB-0264**,LPG,False,,,,False,,0.5,264000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6345,Raypak,Rheem,GB-0264N,Natural Gas,False,,,,False,,0.5,264000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6346,Raypak,Rheem,GB-0331*,Natural Gas,False,,,,False,,0.6,334000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6347,Raypak,Rheem,GB-0331**,LPG,False,,,,False,,0.6,334000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6348,Raypak,Rheem,GB-0331N,Natural Gas,False,,,,False,,0.6,334000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6349,Raypak,Rheem,GB-0399*,Natural Gas,False,,,,False,,0.7,399000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6350,Raypak,Rheem,GB-0399**,LPG,False,,,,False,,0.7,399000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6351,Raypak,Rheem,GB-0399N,Natural Gas,False,,,,False,,0.7,399000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6352,Raypak,Rheem,GB-0512*,Natural Gas,False,,,,False,,1.4,511500,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6353,Raypak,Rheem,GB-0512**,LPG,False,,,,False,,1.4,480500,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6354,Raypak,Rheem,GB-0627*,Natural Gas,False,,,,False,,1.4,627000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6355,Raypak,Rheem,GB-0627**,LPG,False,,,,False,,1.4,589000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6356,Raypak,Rheem,GB-0726*,Natural Gas,False,,,,False,,1.6,726000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6357,Raypak,Rheem,GB-0726**,LPG,False,,,,False,,1.6,682000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6358,Raypak,Rheem,GB-0825*,Natural Gas,False,,,,False,,1.8,825000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6359,Raypak,Rheem,GB-0825**,LPG,False,,,,False,,1.8,775000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6360,Raypak,Rheem,GB-0926*,Natural Gas,False,,,,False,,2.0,926000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6361,Raypak,Rheem,GB-0926**,LPG,False,,,,False,,2.0,885600,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6362,Raypak,Rheem,GB-0962*,Natural Gas,False,,,,False,,2.0,961700,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6363,Raypak,Rheem,GB-0962**,LPG,False,,,,False,,2.0,885600,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6364,Raypak,Rheem,GB-1083*,Natural Gas,False,,,,False,,2.3,1083000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6365,Raypak,Rheem,GB-1083**,LPG,False,,,,False,,2.3,1035000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6366,Raypak,Rheem,GB-1125*,Natural Gas,False,,,,False,,2.3,1124700,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6367,Raypak,Rheem,GB-1125**,LPG,False,,,,False,,2.3,1035000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6368,Raypak,Rheem,GB-1178*,Natural Gas,False,,,,False,,2.4,1178000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6369,Raypak,Rheem,GB-1178**,LPG,False,,,,False,,2.4,1125500,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6370,Raypak,Rheem,GB-1223*,Natural Gas,False,,,,False,,2.4,1222500,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6371,Raypak,Rheem,GB-1223**,LPG,False,,,,False,,2.4,1125500,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6372,Raypak,Rheem,GB-1287*,Natural Gas,False,,,,False,,2.5,1287000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6373,Raypak,Rheem,GB-1287**,LPG,False,,,,False,,2.5,1233000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6374,Raypak,Rheem,GB-1337*,Natural Gas,False,,,,False,,2.5,1336600,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6375,Raypak,Rheem,GB-1337**,LPG,False,,,,False,,2.5,1233000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6376,Raypak,Rheem,GB-1413*,Natural Gas,False,,,,False,,2.6,1413000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6377,Raypak,Rheem,GB-1413**,LPG,False,,,,False,,2.6,1350000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6378,Raypak,Rheem,GB-1467*,Natural Gas,False,,,,False,,2.6,1467000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6379,Raypak,Rheem,GB-1467**,LPG,False,,,,False,,2.6,1350000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6380,Raypak,Rheem,GB-1570*,Natural Gas,False,,,,False,,2.7,1570000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6381,Raypak,Rheem,GB-1570**,LPG,False,,,,False,,2.7,1500000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6382,Raypak,Rheem,GB-1630*,Natural Gas,False,,,,False,,2.7,1630000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6383,Raypak,Rheem,GB-1630**,LPG,False,,,,False,,2.7,1500000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6384,Raypak,Rheem,GB-1758*,Natural Gas,False,,,,False,,2.8,1758000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6385,Raypak,Rheem,GB-1758**,LPG,False,,,,False,,2.8,1680000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6386,Raypak,Rheem,GB-1826*,Natural Gas,False,,,,False,,2.8,1825600,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6387,Raypak,Rheem,GB-1826**,LPG,False,,,,False,,2.8,1680000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6388,Raypak,Rheem,GBB-0264*,Natural Gas,False,,,,False,,0.5,264000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6389,Raypak,Rheem,GBB-0264**,LPG,False,,,,False,,0.5,264000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6390,Raypak,Rheem,GBB-0264N,Natural Gas,False,,,,False,,0.5,264000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6391,Raypak,Rheem,GBB-0331*,Natural Gas,False,,,,False,,0.6,334000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6392,Raypak,Rheem,GBB-0331**,LPG,False,,,,False,,0.6,334000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6393,Raypak,Rheem,GBB-0331N,Natural Gas,False,,,,False,,0.6,334000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6394,Raypak,Rheem,GBB-0399*,Natural Gas,False,,,,False,,0.7,399000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6395,Raypak,Rheem,GBB-0399**,LPG,False,,,,False,,0.7,399000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6396,Raypak,Rheem,GBB-0399N,Natural Gas,False,,,,False,,0.7,399000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6397,Raypak,Rheem,GBB-0512*,Natural Gas,False,,,,False,,1.4,511500,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6398,Raypak,Rheem,GBB-0627*,Natural Gas,False,,,,False,,1.4,627000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6399,Raypak,Rheem,GBB-0726*,Natural Gas,False,,,,False,,1.6,726000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6400,Raypak,Rheem,GBB-0825*,Natural Gas,False,,,,False,,1.8,825000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6401,Raypak,Rheem,GBB-0926*,Natural Gas,False,,,,False,,2.0,926000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6402,Raypak,Rheem,GBB-0962*,Natural Gas,False,,,,False,,2.0,961700,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6403,Raypak,Rheem,GBB-1083*,Natural Gas,False,,,,False,,2.3,1083000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6404,Raypak,Rheem,GBB-1125*,Natural Gas,False,,,,False,,2.3,1124700,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6405,Raypak,Rheem,GBB-1178*,Natural Gas,False,,,,False,,2.4,1178000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6406,Raypak,Rheem,GBB-1223*,Natural Gas,False,,,,False,,2.4,1222500,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6407,Raypak,Rheem,GBB-1287*,Natural Gas,False,,,,False,,2.5,1287000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6408,Raypak,Rheem,GBB-1337*,Natural Gas,False,,,,False,,2.5,1336600,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6409,Raypak,Rheem,GBB-1413*,Natural Gas,False,,,,False,,2.6,1413000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6410,Raypak,Rheem,GBB-1467*,Natural Gas,False,,,,False,,2.6,1467000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6411,Raypak,Rheem,GBB-1570*,Natural Gas,False,,,,False,,2.7,1570000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6412,Raypak,Rheem,GBB-1630*,Natural Gas,False,,,,False,,2.7,1630000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6413,Raypak,Rheem,GBB-1758*,Natural Gas,False,,,,False,,2.8,1758000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6414,Raypak,Rheem,GBB-1826*,Natural Gas,False,,,,False,,2.8,1825600,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6442,Raypak,Rheem,GBBP-0264*,Natural Gas,False,,,,False,,0.5,264000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6443,Raypak,Rheem,GBBP-0264**,LPG,False,,,,False,,0.5,264000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6444,Raypak,Rheem,GBBP-0264N,Natural Gas,False,,,,False,,0.5,264000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6445,Raypak,Rheem,GBBP-0331*,Natural Gas,False,,,,False,,0.6,334000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6446,Raypak,Rheem,GBBP-0331**,LPG,False,,,,False,,0.6,334000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6447,Raypak,Rheem,GBBP-0331N,Natural Gas,False,,,,False,,0.6,334000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6448,Raypak,Rheem,GBBP-0399*,Natural Gas,False,,,,False,,0.7,399000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6449,Raypak,Rheem,GBBP-0399**,LPG,False,,,,False,,0.7,399000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6450,Raypak,Rheem,GBBP-0399N,Natural Gas,False,,,,False,,0.7,399000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6415,Raypak,Rheem,GBC-0264*,Natural Gas,False,,,,False,,0.5,264000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6416,Raypak,Rheem,GBC-0264**,LPG,False,,,,False,,0.5,264000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6417,Raypak,Rheem,GBC-0264N,Natural Gas,False,,,,False,,0.5,264000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6418,Raypak,Rheem,GBC-0331*,Natural Gas,False,,,,False,,0.6,334000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6419,Raypak,Rheem,GBC-0331**,LPG,False,,,,False,,0.6,334000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6420,Raypak,Rheem,GBC-0331N,Natural Gas,False,,,,False,,0.6,334000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6421,Raypak,Rheem,GBC-0399*,Natural Gas,False,,,,False,,0.7,399000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6422,Raypak,Rheem,GBC-0399**,LPG,False,,,,False,,0.7,399000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
6423,Raypak,Rheem,GBC-0399N,Natural Gas,False,,,,False,,0.7,399000,82.0,,,,6,,,,11/15/2007 12:00:00 AM,
